NO,Name,Status,Author,Year,Length,Weight,ESR,Area,Country,CountryName 1,CountryLongitude 1,CountryLatitude 1 ,CountryAltitude 1,CountryHeading 1,CountryTilt 1,CountryRange 1,CountryAltitudeMode 1,CountryName 2,CountryLongitude 2,CountryLatitude 2,CountryAltitude 2,CountryHeading 2,CountryTilt 2,CountryRange 2,CountryAltitudeMode 2,CountryName 3,CountryLongitude 3,CountryLatitude 3,CountryAltitude 3,CountryHeading 3,CountryTilt 3,CountryRange 3,CountryAltitudeMode 3,CountryName 4,CountryLongitude 4,CountryLatitude 4,CountryAltitude 4,CountryHeading 4,CountryTilt 4,CountryRange 4,CountryAltitudeMode 4,CountryName 5,CountryLongitude 5,CountryLatitude 5,CountryAltitude 5,CountryHeading 5,CountryTilt 5,CountryRange 5,CountryAltitudeMode 5,CountryName 6,CountryLongitude 6,CountryLatitude 6,CountryAltitude 6,CountryHeading 6,CountryTilt 6,CountryRange 6,CountryAltitudeMode 6,CountryName 7,CountryLongitude 7,CountryLatitude 7,CountryAltitude 7,CountryHeading 7,CountryTilt 7,CountryRange 7,CountryAltitudeMode 7,Region/Province/State/County,Formations,Name 1,Longitude 1,Latitude 1 ,Altitude 1,Heading 1,Tilt 1,Range 1,AltitudeMode 1,Name 2,Longitude 2,Latitude 2,Altitude 2,Heading 2,Tilt 2,Range 2,AltitudeMode 2,Name 3,Longitude 3,Latitude 3,Altitude 3,Heading 3,Tilt 3,Range 3,AltitudeMode 3,Name 4,Longitude 4,Latitude 4,Altitude 4,Heading 4,Tilt 4,Range 4,AltitudeMode 4,Name 5,Longitude 5,Latitude 5,Altitude 5,Heading 5,Tilt 5,Range 5,AltitudeMode 5,Name 6,Longitude 6,Latitude 6,Altitude 6,Heading 6,Tilt 6,Range 6,AltitudeMode 6,Name 7,Longitude 7,Latitude 7,Altitude 7,Heading 7,Tilt 7,Range 7,AltitudeMode 7,Name 8,Longitude 8,Latitude 8,Altitude 8,Heading 8,Tilt 8,Range 8,AltitudeMode 8,Name 9,Longitude 9,Latitude 9,Altitude 9,Heading 9,Tilt 9,Range 9,AltitudeMode 9,Name 10,Longitude 10,Latitude 10,Altitude 10,Heading 10,Tilt 10,Range 10,AltitudeMode 10,Name 11,Longitude 11,Latitude 11,Altitude 11,Heading 11,Tilt 11,Range 11,AltitudeMode 11,Name 12,Longitude 12,Latitude 12,Altitude 12,Heading 12,Tilt 12,Range 12,AltitudeMode 12,Name 13,Longitude 13,Latitude 13,Altitude 13,Heading 13,Tilt 13,Range 13,AltitudeMode 13,Time 1,Time 2,Clade 1,Clade 2,Clade 3,Clade 4,Clade 5,Clade 6,Clade 7,Clade 8,Clade 9,Clade 10,Clade 11,Clade 12,Clade 13,Clade 14,Clade 15,Clade 16,Clade 17,Clade 18,Clade 19,Clade 20,Material,Reference,Gen Info,Diet,Habitat,Link Audio
18,Eucnemesaurus entaxonis,valid,McPhee et al.,2015,4 m,160 kg,3,Africa,South Africa,South Africa,"21,4384946","-25,4022114","1.605,6151303","-0,3196691","5,5700988","5.057.169,8686427",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Cape,Lower Elliot,Lower Elliot,"27,3994465","-30,4980265","1.706,6507704","-1,6364548","72,2948484","698,3483928",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Late Norian-Rhaetian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Riojasauridae,,,,,,,,,,,,,,"Partial skeleton (vertebrae, right ilium, left ischium, right femur and fragments of the left and other fragments).","McPhee et al. (2015). A second species of Eucnemesaurus Van Hoepen, 1920 (Dinosauria, Sauropodomorpha): new information on the diversity and evolution of the sauropodomorph fauna of South Africa’s lower Elliot Formation (latest Triassic).","Eucnemesaurus entaxonis lived during the Late Triassic in what is now South Africa. It was a large, early sauropodomorph with robust limb bones and a relatively heavy body. Eucnemesaurus was likely primarily quadrupedal but could rear up on its hind legs when feeding. It was an important herbivore in its ecosystem, helping shape vegetation patterns.",Herbivore,Open plains and lightly wooded areas,https://drive.google.com/file/d/1YcwQuVwJzfUFD2DIaHtxkOUE4DPVkFGR/view?usp=drive_link
19,Eucnemesaurus fortis,valid,van Hoepen,1920,8 m,"1,3 t",3,Africa,South Africa,South Africa,"21,4384946","-25,4022114","1.605,6151303","-0,3196691","5,5700988","5.057.169,8686427",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Free State,
Eastern Cape",Lower Elliot,Lower Elliot,"27,3994465","-30,4980265","1.706,6507704","-1,6364548","72,2948484","698,3483928",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Late Norian-Rhaetian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Riojasauridae,,,,,,,,,,,,,,At least three individuals (partial skeletons).,"Yates, A. M. (2007). Solving a dinosaurian puzzle: the identity of Aliwalia rex Galton.","Eucnemesaurus fortis lived in the Late Triassic of South Africa. Similar to its close relative E. entaxonis, it was a large, sturdy sauropodomorph with strong limbs and a robust frame. It walked mainly on four legs and likely foraged for a variety of plant material. Its size made it relatively safe from smaller predators.",Herbivore,Semi-arid plains with scattered trees,https://drive.google.com/file/d/18mq_LL_VMFrBnGa8GXFe_9EYshbPO8ug/view?usp=drive_link
20,Gnathovorax cabreirai,valid,Pacheco et al.,2019,"2,7 m",45 kg,4,South America,Brazil,Brazil,"-55,0206812","-9,4714612","-440,1819316","-4,9505023","3,9090220","11.520.775,7264650",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rio Grande do Sul,Santa Maria,Santa Maria,"-53,8447456","-29,6342371","228,5472836","9,6613854","65,5660799","359,6565902",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Middle Carnian,Dinosauria,Saurischia,Herrerasauridae,,,,,,,,,,,,,,,,,,Almost complete and partially articulated skeleton with skull.,"Pacheco, Cristian; Müller, Rodrigo; Langer, Max; Pretto, Flávio; Kerber, Leonardo; da Silva, Sérgio Dias (2019). ""Gnathovorax cabreirai: a new early dinosaur and the origin and initial radiation of predatory dinosaurs"".","Gnathovorax cabreirai lived around 233 million years ago during the Late Triassic in what is now Brazil. It was a medium-sized early theropod with a long tail, slender limbs, and sharp teeth. Gnathovorax was built for speed and agility, likely hunting small vertebrates and invertebrates. Its discovery provides important insight into early predatory dinosaur evolution in Gondwana.",Carnivore/Insectivore,Open floodplains and river valleys,https://drive.google.com/file/d/1Hc6rjuYTABe8NgfBpvj3Ma8eANvWifM0/view?usp=drive_link
21,Gojirasaurus quayi,valid,Carpenter,1997,"5,6 m",180 kg,2,North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Mexico,Bull Canyon,Bull Canyon,"-103,1316431","35,3754237","1.103,3522087","31,3142637","68,6668349","1.157,3458890",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Norian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Possibly Coelophysoidea,,,,,,,,,,,,,,,Pubis and tibia.,Mortimer - Theropod database (online).,"Gojirasaurus quayi lived during the Late Triassic, around 210 million years ago, in what is now New Mexico, USA. It was a large early theropod with a long, powerful tail, strong hind limbs, and a lightly built body adapted for running and hunting. Gojirasaurus had sharp teeth and claws, indicating a carnivorous diet. It represents one of the earliest large predatory dinosaurs in North America.",Carnivore,Semi-arid floodplains and open woodlands,https://drive.google.com/file/d/14RkTsO5wOLgdUxECO8b21fsIs2GjQcqC/view?usp=drive_link
22,Guaibasaurus candelariensis,valid,"Bonaparte, Ferigolo & Ribeiro",1999,"2,7 m",Approx. 90 kg,3,South America,Brazil,Brazil,"-55,0206812","-9,4714612","-440,1819316","-4,9505023","3,9090220","11.520.775,7264650",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rio Grande do Sul,Caturrita,Caturrita,"-53,3976579","-29,5015640","384,7666574","-67,5378781","71,3003111","642,9008537",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Early Norian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Guaibasauridae,,,,,,,,,,,,,,,,Three partial skeletons (without skull).,"Langer, M. C., Bittencourt, J. S., & Schultz, C. L. (2010). A reassessment of the basal dinosaur Guaibasaurus candelariensis, from the Late Triassic Caturrita Formation of south Brazil.","Guaibasaurus candelariensis lived around 225 million years ago in what is now southern Brazil. This small to medium-sized early saurischian shows characteristics of both theropods and sauropodomorphs. Guaibasaurus had a slender body, long tail, and sharp teeth, indicating a primarily carnivorous lifestyle, though it may have occasionally eaten plants.",Omnivore,Floodplains and forested areas,https://drive.google.com/file/d/1PSLxGRn-FgkiIZBSyTYr0MfptfqDD28r/view?usp=drive_link
23,Herrerasaurus ischigualastensis,valid,Reig,1963,"4,2 m",175 kg,"3,5",South America,Argentina,Argentina,"-71,8643507","-34,8680283","1.685,0545519","9,0311496","8,9073784","11.033.475,1150632",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Juan,Ischigualasto,Ischigualasto,"-68,0940644","-29,6528603","1.122,6296570","-100,4938273","67,3946750","710,8150673",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Late Carnian,Dinosauria,Saurischia,Herrerasauridae,,,,,,,,,,,,,,,,,,At least several individuals (skeletons and skulls).,Mortimer - Theropod database (online).,"Herrerasaurus ischigualastensis lived approximately 231 million years ago in the Late Triassic of Argentina. It is one of the earliest known true theropods and a top predator of its ecosystem. Herrerasaurus was medium-sized, bipedal, and built for speed, with a long tail for balance and sharp, serrated teeth. It was an agile hunter capable of taking down prey larger than itself.",Carnivore,Open woodland and river valleys,https://drive.google.com/file/d/1fhhv0vaFmvjjfp4yGo5RYsLUaW_ahrUA/view?usp=drive_link
24,Ingentia prima,valid,Apaldetti et al.,2018,"7,4 m","2,3 t",2,South America,Argentina,Argentina,"-71,8643507","-34,8680283","1.685,0545519","9,0311496","8,9073784","11.033.475,1150632",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Juan,Quebrada del Barro,Quebrada del Barro,"-67,2200339","-31,8899532","738,8330167","-72,0556168","71,6320804","683,8972060",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Late Norian-Rhaetian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Possibly Sauropoda,Lessemsauridae,,,,,,,,,,,Two fragmentary skeletons.,"Apaldetti, Cecilia; Martínez, Ricardo N.; Cerda, Ignatio A.; Pol, Diego; Alcober, Oscar (2018). ""An early trend towards gigantism in Triassic sauropodomorph dinosaurs"".","Ingentia prima lived about 210 million years ago during the Late Triassic in present-day Argentina. It was one of the earliest giant sauropodomorphs, with a long neck and massive body. Ingentia was quadrupedal and fed on high-growing vegetation, showing early adaptations for gigantism seen later in sauropods. Its discovery demonstrates that large size evolved earlier than previously thought.",Herbivore,River plains and open forests,https://drive.google.com/file/d/12yC_O7XwxrOkia6GxcaNf2R9nDQrKkk3/view?usp=drive_link
25,Isanosaurus attavipachi,valid,Buffetaut et al.,2000,"6,6 m","1,1 t","2,5",Asia,Thailand,Thailand,"97,6176390","14,6018529","-930,6246350","355,1040077","0,0000000","5.683.973,1827348",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaiyaphum,Nam Phong,Nam Phong,"101,9986031","16,2992513","228,5474687","-138,8988924","65,9393738","450,2043786",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Late Norian-Rhaetian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Sauropoda,,,,,,,,,,,,"Vertebrae, neural arch, chevron bones, fragmentary ribs, right sternal plate, right scapula and left femur.","Buffetaut, E., Suteethorn, V., Cuny, G., Tong, H., Le Loeuff, J., Khansubha, S., & Jongautchariyakul, S. (2000). The earliest known sauropod dinosaur.","Isanosaurus attavipachi was a primitive sauropod dinosaur that lived during the Late Triassic period, around 210 million years ago, in what is now Thailand. It is considered one of the earliest representatives of long-necked dinosaurs. It had a robust body, a long neck, and an extended tail that helped with balance. The dinosaur walked on four strong legs, well adapted to support its weight. Although it was smaller than later giant sauropods, it was large for its time and represents an important stage in the evolution of massive herbivorous dinosaurs.",Herbivore,Plains and forested areas near rivers,https://drive.google.com/file/d/1QNpk1nqNi3TZLjy836qbkIQ5aVMSIwtE/view?usp=drive_link
26,Jaklapallisaurus asymmetrica,valid,Novas et al.,2011,"3,4 m",180 kg,2,Asia,India,India,"74,6345719","22,1094784","-1.156,0224272","5,0175281","2,1442221","7.316.601,2286580",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andhra Pradesh,"Maleri, Dharmaram",Maleri,"79,7003466","19,1976163","169,9642894","14,6673172","68,5019749","270,3875795",relativeToGround,Dharmaram,"79,8147244","19,2000367","153,7124667","113,5632541","68,2833334","247,8124819",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Late Norian-Rhaetian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Unaysauridae,,,,,,,,,,,,,,,,"Vertebrae, distal right femur, right tibia, astragalus, right metatarsals I–IV and two pedal phalanges. Referred distal end of right femur.","Novas, F. E., Ezcurra, M. D., Chatterjee, S., & Kutty, T. S. (2011). New dinosaur species from the Upper Triassic Upper Maleri and Lower Dharmaram formations of Central India.","Jaklapallisaurus asymmetrica lived during the Late Triassic in what is now India. It was a small to medium-sized sauropodomorph with a long neck and slender limbs. Jaklapallisaurus was likely bipedal but could also walk on all fours while feeding. Its teeth were adapted for plant consumption, indicating a herbivorous diet. It represents an early stage in the evolution of large-bodied sauropodomorphs.",Herbivore,Floodplains and open woodland,https://drive.google.com/file/d/1dqXTcNuwjQa5NBXMsepZzYrvT_affWlX/view?usp=drive_link
27,Kholumolumo ellenbergerorum,valid,de Fabrègues & Allain,2020,"8,6 m","1,7 t","3,5",Africa,Lesotho,Lesotho,"27,9121742","-29,2533800","1.724,8089847","-4,8317868","2,9627759","839.507,1324000",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohale's Hoek,Lower Elliot,Lower Elliot,"27,3994465","-30,4980265","1.706,6507704","-1,6364548","72,2948484","698,3483928",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Late Norian-Rhaetian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,,,,,,,,,,,,,,,,,At least several individuals.,"Claire Peyre de Fabrègues & Ronan Allain (2020) Kholumolumo ellenbergerorum, gen. et sp. nov., a new early sauropodomorph from the lower Elliot Formation (Upper Triassic) of Maphutseng, Lesotho.","Kholumolumo ellenbergerorum lived around 200 million years ago in present-day Lesotho, southern Africa. It was a large early sauropodomorph with a long neck and massive body, walking primarily on four legs. Its heavy build suggests it could feed on taller vegetation, making it one of the first large herbivores of its ecosystem.",Herbivore,Semi-arid plains and lightly forested areas,https://drive.google.com/file/d/18Jb79qfOinRK9ioXsTQVtWnodxKVhNs0/view?usp=drive_link
28,Lepidus praecisio,valid,Nesbitt & Ezcurra,2015,"Approx. 3,15 m",Approx. 44 kg,"1,5",North America,USA,USA,"-106,1951385","39,4392637","-12.595,5345205","0,8682536","3,1287964","8.466.423,6667228",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,Dockum Group,Dockum Group,"-103,0431128","35,5423065","1.221,9945105","23,8222336","66,6061730","571,9671088",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Early Norian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Coelophysoidea,,,,,,,,,,,,,,,"Distal tibia, distal fibula, astragalocalcaneum, referred femoral fragment and partial maxilla.","Nesbitt, S.J., Ezcurra, M.D. (2015). The early fossil record of dinosaurs in North America: A new neotheropod from the base of the Upper Triassic Dockum Group of Texas.","Lepidus praecisio lived during the Late Triassic in what is now the southwestern United States. It was a small, agile theropod with a slender body, long tail, and sharp teeth adapted for hunting. Lepidus was bipedal and likely hunted small vertebrates and insects, playing the role of a mid-level predator in its environment.",Carnivore/Insectivore,Semi-arid floodplains and open woodlands,https://drive.google.com/file/d/1PBDId3cpuvMFgH4pGpLM60rSvDMMdIsp/view?usp=drive_link
29,Lessemsaurus sauropoides,valid,Bonaparte,1999,10 m,"5,6 t",3,South America,Argentina,Argentina,"-71,8643507","-34,8680283","1.685,0545519","9,0311496","8,9073784","11.033.475,1150632",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Rioja,Los Colorados,Los Colorados,"-67,8908401","-29,8027310","1.324,9305764","-1,6838644","64,3092592","3.354,5551442",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Norian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Sauropodiformes,Anchisauria,Possibly Sauropoda,Lessemsauridae,,,,,,,,,,,Several fragmentary skeletons.,"Apaldetti, C., Martínez, R. N., Cerda, I. A., Pol, D., & Alcober, O. (2018). An early trend towards gigantism in Triassic sauropodomorph dinosaurs.","Lessemsaurus sauropoides lived around 210 million years ago in what is now Argentina. It was an early sauropodomorph with a long neck, robust limbs, and a relatively large body. Lessemsaurus was quadrupedal and primarily herbivorous, feeding on ferns and other plants. It represents an early step in the evolution of giant sauropods.",Herbivore,River valleys and floodplains,https://drive.google.com/file/d/19ITB42kzuCq74n8t03ltZNChADfhl6Gg/view?usp=drive_link
30,Leyesaurus marayensis,valid,Apaldetti et al.,2011,"4,1 m",180 kg,2,South America,Argentina,Argentina,"-71,8643507","-34,8680283","1.685,0545519","9,0311496","8,9073784","11.033.475,1150632",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Juan,Quebrada del Barro,Quebrada del Barro,"-67,2200339","-31,8899532","738,8330167","-72,0556168","71,6320804","683,8972060",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Late Norian-Rhaetian,Dinosauria,Saurischia,Eusaurischia,Sauropodomorpha,Plateosauria,Massopoda,Massospondylidae,,,,,,,,,,,,,,Almost complete skull and fragmentary skeleton.,"Apaldetti, C., Martínez, R.N., Alcober, O.A., Pol, D. (2011). A New Basal Sauropodomorph (Dinosauria: Saurischia) from Quebrada del Barro Formation (Marayes-El Carrizal Basin), Northwestern Argentina.","Leyesaurus marayensis lived during the Late Triassic in present-day Argentina. It was a small to medium-sized sauropodomorph with a long neck and lightly built body. Leyesaurus could move bipedally or quadrupedally while feeding. Its teeth were adapted for herbivory, allowing it to graze on low vegetation.",Herbivore,Floodplains and open forests,https://drive.google.com/file/d/1hKqRfUF6KWI82byqHFFYEcDqlRYKCiR3/view?usp=drive_link
31,Liliensternus liliensterni,valid,Welles,1984,"4,8 m",110 kg,"3,5",Europe,Germany,Germany,"8,2575616","50,4691146","498,7920880","-15,5289244","0,7332085","2.688.036,2326142",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thuringia,Trossingen,Trossingen,"8,8849303","47,7775022","433,0586970","161,4800145","71,7535162","944,6776938",relativeToGround,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Late Triassic,Late Norian,Dinosauria,Saurischia,Eusaurischia,Theropoda,Neotheropoda,Possibly Coelophysoidea,,,,,,,,,,,,,,,Two incomplete skeletons and incomplete skull.,Mortimer - Theropod database (online).,"Liliensternus liliensterni lived during the Late Triassic in what is now Germany. It was a medium-sized theropod with a slender, agile body, long legs, and sharp teeth. Liliensternus was bipedal and likely hunted small to medium-sized animals, including early reptiles and possibly other small dinosaurs. Its anatomy shows early adaptations for speed and predatory efficiency.",Carnivore,Semi-arid floodplains and open woodland,https://drive.google.com/file/d/10SvOu29CRhXw4Qog4i_7VFQhLdo3ynam/view?usp=drive_link
